name,price,have_stock
Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,2.94,0
Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,2.4,0
Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,2.77,9
Autograph Capsule | Renegades | Cologne 2015,3.51,0
Autograph Capsule | SK Gaming | Atlanta 2017,3.3,0
Autograph Capsule | SK Gaming | Cologne 2016,5.93,5
Autograph Capsule | Splyce | MLG Columbus 2016,3.2,0
Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,6.19,0
Autograph Capsule | Team EnVyUs | Atlanta 2017,4.77,0
Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,3.33,25
Autograph Capsule | Team EnVyUs | Cologne 2015,3.38,0
Autograph Capsule | Team EnVyUs | Cologne 2016,11.96,0
Autograph Capsule | Team EnVyUs | MLG Columbus 2016,3.9,0
Autograph Capsule | Team Kinguin | Cologne 2015,3.11,0
Autograph Capsule | Team Liquid | Atlanta 2017,5.63,0
Autograph Capsule | Team Liquid | Cluj-Napoca 2015,5.7,0
Autograph Capsule | Team Liquid | Cologne 2016,7.51,0
Autograph Capsule | Team Liquid | MLG Columbus 2016,5.77,0
Autograph Capsule | Team SoloMid | Cluj-Napoca 2015,2.94,0
Autograph Capsule | Team SoloMid | Cologne 2015,2.78,0
Autograph Capsule | Team eBettle | Cologne 2015,2.85,0
Autograph Capsule | Titan | Cluj-Napoca 2015,7.37,0
Autograph Capsule | Titan | Cologne 2015,7.02,0
Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,3.02,3
Autograph Capsule | Virtus.Pro | Atlanta 2017,3.35,0
Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,2.72,0
Autograph Capsule | Virtus.Pro | Cologne 2015,3.7,1
Autograph Capsule | Virtus.Pro | MLG Columbus 2016,3.77,0
Autograph Capsule | mousesports | Atlanta 2017,5.56,0
Autograph Capsule | mousesports | Cologne 2016,10.64,0
Autograph Capsule | mousesports | MLG Columbus 2016,4.1,0
B Squadron Officer | SAS,2.1,3
Baggage Pin,3.85,1
Battlefield 2042 Sticker Capsule,0.89,0
Berlin 2019 Dust II Souvenir Package,6.63,0
Berlin 2019 Inferno Souvenir Package,6.57,0
Berlin 2019 Legends (Holo-Foil),1.07,4
Berlin 2019 Legends Autograph Capsule,0.55,42
Berlin 2019 Minor Challengers (Holo-Foil),0.78,0
Berlin 2019 Minor Challengers Autograph Capsule,0.64,50
Berlin 2019 Mirage Souvenir Package,7.53,0
Berlin 2019 Nuke Souvenir Package,7.62,0
Berlin 2019 Overpass Souvenir Package,6.81,0
Berlin 2019 Returning Challengers (Holo-Foil),1.21,36
Berlin 2019 Returning Challengers Autograph Capsule,0.55,64
Berlin 2019 Vertigo Souvenir Package,7.79,1
Berlin 2019 Viewer Pass,10.9,0
Berlin 2019 Viewer Pass + 3 Souvenir Tokens,31.2,0
Bestiary Capsule,0.97,0
Bio-Haz Specialist | SWAT,2.15,28
Black Mesa Pin,5.51,9
Blackwolf | Sabre,1.53,49
Bloodhound Pin,6.98,0
Bloody Darryl The Strapped | The Professionals,6.13,20
Boston 2018 Attending Legends (Holo-Foil),16.21,0
Boston 2018 Attending Legends Autograph Capsule,6.54,36
Boston 2018 Cache Souvenir Package,11.9,0
Boston 2018 Inferno Souvenir Package,7.78,0
Boston 2018 Minor Challengers with Flash Gaming (Holo-Foil),15.15,0
Boston 2018 Minor Challengers with Flash Gaming Autograph Capsule,12.83,31
Boston 2018 Mirage Souvenir Package,8.29,0
Boston 2018 Overpass Souvenir Package,33.16,0
Boston 2018 Returning Challengers (Holo-Foil),27.96,0
Boston 2018 Returning Challengers Autograph Capsule,8.52,0
Boston 2018 Train Souvenir Package,8.22,0
Bravo Pin,4.47,0
Brigadier General Pin,14.6,1
Buckshot | NSWC SEAL,1.12,40
CMB Pin,4.17,0
CS20 Case,0.17,176
CS20 Case Key,7.09,0
CS20 Sticker Capsule,0.64,0
CS:GO Capsule Key,3.99,0
CS:GO Case Key,4.55,0
CS:GO Graffiti Box,1.01,0
CS:GO Patch Pack,1.82,0
CS:GO Weapon Case,72.19,2
CS:GO Weapon Case 2,7.36,0
CS:GO Weapon Case 3,5.16,18
CZ75-Auto | Army Sheen (Factory New),1.93,0
CZ75-Auto | Army Sheen (Field-Tested),0.76,0
CZ75-Auto | Army Sheen (Minimal Wear),0.95,0
CZ75-Auto | Circaetus (Battle-Scarred),0.1,8
CZ75-Auto | Circaetus (Factory New),0.56,32
CZ75-Auto | Circaetus (Field-Tested),0.11,7
CZ75-Auto | Circaetus (Minimal Wear),0.21,3
CZ75-Auto | Circaetus (Well-Worn),0.11,4
CZ75-Auto | Crimson Web (Battle-Scarred),0.9,2
CZ75-Auto | Crimson Web (Factory New),13.97,0
CZ75-Auto | Crimson Web (Field-Tested),0.55,0
CZ75-Auto | Crimson Web (Minimal Wear),1.2,0
CZ75-Auto | Crimson Web (Well-Worn),0.8,0
CZ75-Auto | Distressed (Battle-Scarred),0.06,0
CZ75-Auto | Distressed (Factory New),0.19,1
CZ75-Auto | Distressed (Field-Tested),0.06,0
CZ75-Auto | Distressed (Minimal Wear),0.07,0
CZ75-Auto | Distressed (Well-Worn),0.06,0
CZ75-Auto | Eco (Battle-Scarred),0.5,0
CZ75-Auto | Eco (Factory New),3.11,0
CZ75-Auto | Eco (Field-Tested),0.77,16
CZ75-Auto | Eco (Minimal Wear),1.63,28
CZ75-Auto | Eco (Well-Worn),0.54,0
CZ75-Auto | Emerald (Factory New),13.56,2
CZ75-Auto | Emerald (Minimal Wear),13.68,3
CZ75-Auto | Emerald Quartz (Battle-Scarred),62.34,0
CZ75-Auto | Emerald Quartz (Factory New),62.69,0
CZ75-Auto | Emerald Quartz (Field-Tested),57.69,0
CZ75-Auto | Emerald Quartz (Minimal Wear),59.0,0
CZ75-Auto | Framework (Battle-Scarred),0.09,0
CZ75-Auto | Framework (Factory New),0.27,0
CZ75-Auto | Framework (Field-Tested),0.12,9
CZ75-Auto | Framework (Minimal Wear),0.13,5
CZ75-Auto | Green Plaid (Factory New),2.21,0
CZ75-Auto | Green Plaid (Field-Tested),1.33,0
CZ75-Auto | Green Plaid (Minimal Wear),1.81,0
CZ75-Auto | Hexane (Factory New),2.84,0
CZ75-Auto | Hexane (Field-Tested),0.86,0
CZ75-Auto | Hexane (Minimal Wear),1.27,0
CZ75-Auto | Hexane (Well-Worn),0.99,0
CZ75-Auto | Imprint (Battle-Scarred),0.05,0
CZ75-Auto | Imprint (Factory New),0.31,0
CZ75-Auto | Imprint (Field-Tested),0.05,0
CZ75-Auto | Imprint (Minimal Wear),0.09,5
CZ75-Auto | Imprint (Well-Worn),0.06,0
CZ75-Auto | Indigo (Battle-Scarred),0.52,0
CZ75-Auto | Indigo (Factory New),2.68,0
CZ75-Auto | Indigo (Field-Tested),0.55,3
CZ75-Auto | Indigo (Minimal Wear),0.85,1
CZ75-Auto | Indigo (Well-Worn),0.56,0
CZ75-Auto | Jungle Dashed (Battle-Scarred),0.05,0
CZ75-Auto | Jungle Dashed (Factory New),0.24,0
CZ75-Auto | Jungle Dashed (Field-Tested),0.05,0
CZ75-Auto | Jungle Dashed (Minimal Wear),0.06,0
CZ75-Auto | Jungle Dashed (Well-Worn),0.05,0
CZ75-Auto | Midnight Palm (Battle-Scarred),0.42,1
CZ75-Auto | Midnight Palm (Factory New),0.5,2
CZ75-Auto | Midnight Palm (Field-Tested),0.46,5
CZ75-Auto | Midnight Palm (Minimal Wear),0.44,8
CZ75-Auto | Midnight Palm (Well-Worn),0.43,1
CZ75-Auto | Nitro (Field-Tested),4.56,0
CZ75-Auto | Nitro (Minimal Wear),6.17,0
CZ75-Auto | Nitro (Well-Worn),4.18,0
CZ75-Auto | Poison Dart (Factory New),4.55,0
CZ75-Auto | Poison Dart (Field-Tested),0.93,0
CZ75-Auto | Poison Dart (Minimal Wear),1.67,0
CZ75-Auto | Pole Position (Battle-Scarred),0.25,1
CZ75-Auto | Pole Position (Factory New),1.35,1
CZ75-Auto | Pole Position (Field-Tested),0.28,12
CZ75-Auto | Pole Position (Minimal Wear),0.56,4
CZ75-Auto | Pole Position (Well-Worn),0.3,1
CZ75-Auto | Polymer (Battle-Scarred),0.14,0
CZ75-Auto | Polymer (Factory New),0.3,0
CZ75-Auto | Polymer (Field-Tested),0.12,7
CZ75-Auto | Polymer (Minimal Wear),0.17,1
CZ75-Auto | Polymer (Well-Worn),0.13,2
CZ75-Auto | Red Astor (Battle-Scarred),0.27,4
CZ75-Auto | Red Astor (Factory New),1.32,0
CZ75-Auto | Red Astor (Field-Tested),0.27,13
CZ75-Auto | Red Astor (Minimal Wear),0.5,2
CZ75-Auto | Red Astor (Well-Worn),0.25,1
CZ75-Auto | Silver (Factory New),1.48,1
CZ75-Auto | Silver (Minimal Wear),1.52,0
CZ75-Auto | Syndicate (Battle-Scarred),0.4,6
CZ75-Auto | Syndicate (Factory New),2.95,13
CZ75-Auto | Syndicate (Field-Tested),0.54,9
CZ75-Auto | Syndicate (Minimal Wear),1.12,25
CZ75-Auto | Syndicate (Well-Worn),0.48,3
CZ75-Auto | Tacticat (Battle-Scarred),0.34,1
CZ75-Auto | Tacticat (Factory New),1.13,3
CZ75-Auto | Tacticat (Field-Tested),0.44,11
CZ75-Auto | Tacticat (Minimal Wear),0.71,22
CZ75-Auto | Tacticat (Well-Worn),0.41,8
CZ75-Auto | The Fuschia Is Now (Factory New),53.86,0
CZ75-Auto | The Fuschia Is Now (Field-Tested),20.02,0
CZ75-Auto | The Fuschia Is Now (Minimal Wear),30.81,0
CZ75-Auto | Tigris (Battle-Scarred),0.32,1
CZ75-Auto | Tigris (Factory New),1.08,0
CZ75-Auto | Tigris (Field-Tested),0.49,1
CZ75-Auto | Tigris (Minimal Wear),0.64,10
CZ75-Auto | Tigris (Well-Worn),0.31,4
CZ75-Auto | Tread Plate (Factory New),8.06,14
CZ75-Auto | Tread Plate (Field-Tested),5.56,0
CZ75-Auto | Tread Plate (Minimal Wear),6.55,2
CZ75-Auto | Tuxedo (Battle-Scarred),0.88,3
CZ75-Auto | Tuxedo (Factory New),1.81,0
CZ75-Auto | Tuxedo (Field-Tested),1.09,9
CZ75-Auto | Tuxedo (Minimal Wear),1.56,0
CZ75-Auto | Tuxedo (Well-Worn),0.91,0
CZ75-Auto | Twist (Battle-Scarred),0.77,1
CZ75-Auto | Twist (Factory New),1.3,0
CZ75-Auto | Twist (Field-Tested),0.65,1
CZ75-Auto | Twist (Minimal Wear),0.73,3
CZ75-Auto | Twist (Well-Worn),0.67,4
CZ75-Auto | Vendetta (Battle-Scarred),0.1,0
CZ75-Auto | Vendetta (Factory New),0.48,4
CZ75-Auto | Vendetta (Field-Tested),0.1,5
CZ75-Auto | Vendetta (Minimal Wear),0.15,1
CZ75-Auto | Vendetta (Well-Worn),0.11,8
CZ75-Auto | Victoria (Battle-Scarred),4.25,5
CZ75-Auto | Victoria (Factory New),7.22,0
CZ75-Auto | Victoria (Field-Tested),4.54,8
CZ75-Auto | Victoria (Minimal Wear),5.43,1
CZ75-Auto | Victoria (Well-Worn),7.4,0
CZ75-Auto | Xiangliu (Battle-Scarred),5.3,17
CZ75-Auto | Xiangliu (Factory New),8.55,0
CZ75-Auto | Xiangliu (Field-Tested),5.14,0
CZ75-Auto | Xiangliu (Minimal Wear),6.46,6
CZ75-Auto | Xiangliu (Well-Worn),5.02,0
CZ75-Auto | Yellow Jacket (Battle-Scarred),3.28,3
CZ75-Auto | Yellow Jacket (Factory New),10.74,0
CZ75-Auto | Yellow Jacket (Field-Tested),4.54,0
CZ75-Auto | Yellow Jacket (Minimal Wear),5.83,0
CZ75-Auto | Yellow Jacket (Well-Worn),3.43,0
Cache Pin,11.41,21
Canals Pin,3.41,6
Chef d'Escadron Rouchard | Gendarmerie Nationale,5.27,20
Chem-Haz Capitaine | Gendarmerie Nationale,3.14,99
Chem-Haz Specialist | SWAT,3.37,10
Chicken Capsule,0.88,0
Chroma 2 Case,0.88,0
Chroma 2 Case Key,6.89,0
Chroma 3 Case,0.66,2
Chroma 3 Case Key,7.96,61
Chroma Case,1.01,84
Chroma Case Key,6.69,58
Chroma Pin,14.5,0
City 17 Pin,3.85,0
Civil Protection Pin,19.86,1
Clutch Case,0.27,145
Clutch Case Key,9.36,79
Cmdr. Davida 'Goggles' Fernandez | SEAL Frogman,15.68,27
Cmdr. Frank 'Wet Sox' Baroud | SEAL Frogman,12.15,30
Cmdr. Mae 'Dead Cold' Jamison | SWAT,4.17,25
Cobblestone Pin,7.87,0
Col. Mangos Dabisi | Guerrilla Warfare,3.73,38
Collectible Pins Capsule Series 1,9.88,2
Collectible Pins Capsule Series 2,9.66,0
Collectible Pins Capsule Series 3,10.5,64
Cologne 2016 Challengers (Holo-Foil),18.74,19
Cologne 2016 Legends (Holo-Foil),15.78,1
Cologne 2016 Train Souvenir Package,11.6,0
Combine Helmet Pin,4.44,0
Community Capsule 2018,0.98,0
Community Graffiti Box 1,1.08,0
Community Sticker Capsule 1,4.51,68
Community Sticker Capsule 1 Key,4.4,0
Copper Lambda Pin,7.22,13
Crasswater The Forgotten | Guerrilla Warfare,3.44,22
D Squadron Officer | NZSAS,5.04,97
Danger Zone Case,0.09,147
Danger Zone Case Key,7.65,0
Death Sentence Pin,4.03,10
Desert Eagle | Blaze (Factory New),569.39,0
Desert Eagle | Blue Ply (Battle-Scarred),0.09,0
Desert Eagle | Blue Ply (Factory New),0.75,0
Desert Eagle | Blue Ply (Field-Tested),0.07,0
Desert Eagle | Blue Ply (Minimal Wear),0.13,17
Desert Eagle | Blue Ply (Well-Worn),0.09,0
Desert Eagle | Bronze Deco (Battle-Scarred),0.55,2
Desert Eagle | Bronze Deco (Factory New),0.42,19
Desert Eagle | Bronze Deco (Field-Tested),0.1,14
Desert Eagle | Bronze Deco (Minimal Wear),0.21,39
Desert Eagle | Bronze Deco (Well-Worn),0.13,5
Desert Eagle | Cobalt Disruption (Factory New),70.14,1
Desert Eagle | Cobalt Disruption (Field-Tested),40.25,0
Desert Eagle | Cobalt Disruption (Minimal Wear),51.98,0
Desert Eagle | Code Red (Battle-Scarred),16.31,1
Desert Eagle | Code Red (Factory New),67.79,0
Desert Eagle | Code Red (Field-Tested),24.26,4
Desert Eagle | Code Red (Minimal Wear),35.88,0
Desert Eagle | Code Red (Well-Worn),17.48,0
Desert Eagle | Conspiracy (Factory New),6.93,4
Desert Eagle | Conspiracy (Field-Tested),3.8,0
Desert Eagle | Conspiracy (Minimal Wear),5.0,13
Desert Eagle | Corinthian (Factory New),0.54,41
Desert Eagle | Corinthian (Field-Tested),0.25,42
Desert Eagle | Corinthian (Minimal Wear),0.3,16
Desert Eagle | Corinthian (Well-Worn),0.35,8
Desert Eagle | Crimson Web (Battle-Scarred),3.98,0
Desert Eagle | Crimson Web (Factory New),97.53,0
Desert Eagle | Crimson Web (Field-Tested),5.47,21
Desert Eagle | Crimson Web (Minimal Wear),20.98,1
Desert Eagle | Crimson Web (Well-Worn),5.2,1
Desert Eagle | Directive (Battle-Scarred),0.27,8
Desert Eagle | Directive (Factory New),6.2,0
Desert Eagle | Directive (Field-Tested),0.29,9
Desert Eagle | Directive (Minimal Wear),0.89,0
Desert Eagle | Directive (Well-Worn),0.28,6
Desert Eagle | Emerald Jörmungandr (Factory New),238.01,11
Desert Eagle | Emerald Jörmungandr (Field-Tested),161.84,0
Desert Eagle | Emerald Jörmungandr (Minimal Wear),204.04,0
Desert Eagle | Fennec Fox (Battle-Scarred),242.33,0
Desert Eagle | Fennec Fox (Factory New),320.95,0
Desert Eagle | Fennec Fox (Field-Tested),245.82,7
Desert Eagle | Fennec Fox (Minimal Wear),280.37,0
Desert Eagle | Golden Koi (Factory New),39.5,11
Desert Eagle | Golden Koi (Minimal Wear),33.2,0
Desert Eagle | Hand Cannon (Factory New),296.84,1
Desert Eagle | Heirloom (Battle-Scarred),4.42,0
Desert Eagle | Heirloom (Factory New),12.23,0
Desert Eagle | Heirloom (Field-Tested),4.63,0
Desert Eagle | Heirloom (Minimal Wear),7.09,0
Desert Eagle | Heirloom (Well-Worn),5.32,0
Desert Eagle | Hypnotic (Factory New),99.99,1
Desert Eagle | Kumicho Dragon (Battle-Scarred),7.76,0
Desert Eagle | Kumicho Dragon (Factory New),22.59,2
Desert Eagle | Kumicho Dragon (Field-Tested),10.08,15
Desert Eagle | Kumicho Dragon (Minimal Wear),13.08,0
Desert Eagle | Kumicho Dragon (Well-Worn),10.29,0
Desert Eagle | Light Rail (Battle-Scarred),0.59,113
Desert Eagle | Light Rail (Factory New),3.36,5
Desert Eagle | Light Rail (Field-Tested),0.39,0
Desert Eagle | Light Rail (Minimal Wear),1.42,56
Desert Eagle | Light Rail (Well-Worn),0.82,14
Desert Eagle | Mecha Industries (Battle-Scarred),3.56,1
Desert Eagle | Mecha Industries (Factory New),7.37,0
Desert Eagle | Mecha Industries (Field-Tested),3.87,44
Desert Eagle | Mecha Industries (Minimal Wear),5.36,25
Desert Eagle | Mecha Industries (Well-Worn),4.17,3
Desert Eagle | Meteorite (Factory New),1.95,24
Desert Eagle | Meteorite (Field-Tested),1.38,11
Desert Eagle | Meteorite (Minimal Wear),1.71,4
Desert Eagle | Midnight Storm (Battle-Scarred),13.9,4
Desert Eagle | Midnight Storm (Factory New),19.21,12
Desert Eagle | Midnight Storm (Field-Tested),15.22,9
Desert Eagle | Midnight Storm (Minimal Wear),13.7,0
Desert Eagle | Midnight Storm (Well-Worn),13.99,0
Desert Eagle | Mudder (Battle-Scarred),0.09,8
Desert Eagle | Mudder (Factory New),0.89,0
Desert Eagle | Mudder (Field-Tested),0.08,0
Desert Eagle | Mudder (Minimal Wear),0.12,7
Desert Eagle | Mudder (Well-Worn),0.08,0
Desert Eagle | Naga (Battle-Scarred),0.97,13
Desert Eagle | Naga (Factory New),5.21,0
Desert Eagle | Naga (Field-Tested),1.06,16
Desert Eagle | Naga (Minimal Wear),1.88,3
Desert Eagle | Naga (Well-Worn),0.89,2
Desert Eagle | Night (Battle-Scarred),3.75,0
Desert Eagle | Night (Factory New),37.0,0
Desert Eagle | Night (Field-Tested),4.26,13
Desert Eagle | Night (Minimal Wear),5.33,12
Desert Eagle | Night (Well-Worn),3.86,4
Desert Eagle | Night Heist (Battle-Scarred),4.06,0
Desert Eagle | Night Heist (Factory New),6.46,0
Desert Eagle | Night Heist (Field-Tested),4.45,1
Desert Eagle | Night Heist (Minimal Wear),4.72,1
Desert Eagle | Night Heist (Well-Worn),4.3,0
Desert Eagle | Ocean Drive (Battle-Scarred),8.5,0
Desert Eagle | Ocean Drive (Factory New),86.9,6
Desert Eagle | Ocean Drive (Field-Tested),15.41,16
Desert Eagle | Ocean Drive (Minimal Wear),31.56,0
Desert Eagle | Ocean Drive (Well-Worn),11.02,0
Desert Eagle | Oxide Blaze (Battle-Scarred),0.14,2
Desert Eagle | Oxide Blaze (Factory New),0.36,92
Desert Eagle | Oxide Blaze (Field-Tested),0.12,13
Desert Eagle | Oxide Blaze (Minimal Wear),0.2,24
Desert Eagle | Oxide Blaze (Well-Worn),0.19,34
Desert Eagle | Pilot (Factory New),129.41,0
Desert Eagle | Pilot (Field-Tested),61.45,0
Desert Eagle | Pilot (Minimal Wear),89.6,0
Desert Eagle | Pilot (Well-Worn),45.22,0
Desert Eagle | Printstream (Battle-Scarred),46.54,13
Desert Eagle | Printstream (Factory New),135.88,1
Desert Eagle | Printstream (Field-Tested),58.71,13
Desert Eagle | Printstream (Minimal Wear),79.52,2
Desert Eagle | Printstream (Well-Worn),55.16,2
Desert Eagle | Sputnik (Battle-Scarred),0.16,3
Desert Eagle | Sputnik (Factory New),0.65,60
Desert Eagle | Sputnik (Field-Tested),0.17,75
Desert Eagle | Sputnik (Minimal Wear),0.33,57
Desert Eagle | Sputnik (Well-Worn),0.22,134
Desert Eagle | Sunset Storm 壱 (Factory New),221.49,0
Desert Eagle | Sunset Storm 弐 (Factory New),212.26,0
Desert Eagle | Sunset Storm 弐 (Minimal Wear),184.25,0
Desert Eagle | The Bronze (Factory New),0.55,6
Desert Eagle | The Bronze (Field-Tested),0.48,5
Desert Eagle | The Bronze (Minimal Wear),0.5,4
Desert Eagle | Trigger Discipline (Battle-Scarred),0.22,70
Desert Eagle | Trigger Discipline (Factory New),3.63,2
Desert Eagle | Trigger Discipline (Field-Tested),0.48,105
Desert Eagle | Trigger Discipline (Minimal Wear),1.47,32
Desert Eagle | Trigger Discipline (Well-Worn),0.37,41
Desert Eagle | Urban DDPAT (Battle-Scarred),0.84,1
Desert Eagle | Urban DDPAT (Factory New),13.27,3
Desert Eagle | Urban DDPAT (Field-Tested),0.8,3
Desert Eagle | Urban DDPAT (Minimal Wear),1.83,8
Desert Eagle | Urban DDPAT (Well-Worn),1.09,0
Desert Eagle | Urban Rubble (Battle-Scarred),0.61,1
Desert Eagle | Urban Rubble (Factory New),1.09,25
Desert Eagle | Urban Rubble (Field-Tested),0.71,13
Desert Eagle | Urban Rubble (Minimal Wear),0.84,3
Desert Eagle | Urban Rubble (Well-Worn),0.67,0
Dragomir | Sabre,0.81,40
Dragomir | Sabre Footsoldier,1.2,25
DreamHack 2014 Legends (Holo-Foil),127.93,0
DreamHack Cluj-Napoca 2015 Challengers (Foil),39.1,0
DreamHack Cluj-Napoca 2015 Legends (Foil),10.7,0
Dreams & Nightmares Case,0.97,125
Dual Berettas | Anodized Navy (Factory New),1.11,1
Dual Berettas | Anodized Navy (Minimal Wear),2.99,0
Dual Berettas | Balance (Battle-Scarred),0.2,2
Dual Berettas | Balance (Factory New),1.78,1
Dual Berettas | Balance (Field-Tested),0.25,0
Dual Berettas | Balance (Minimal Wear),0.52,6
Dual Berettas | Balance (Well-Worn),0.19,2
Dual Berettas | Black Limba (Battle-Scarred),4.04,1
Dual Berettas | Black Limba (Field-Tested),4.39,0
Dual Berettas | Black Limba (Minimal Wear),5.31,0
Dual Berettas | Black Limba (Well-Worn),4.08,0
Dual Berettas | Briar (Factory New),2.96,7
Dual Berettas | Briar (Field-Tested),1.8,0
Dual Berettas | Briar (Minimal Wear),1.97,1
Dual Berettas | Cartel (Battle-Scarred),0.12,0
Dual Berettas | Cartel (Factory New),0.82,0
Dual Berettas | Cartel (Field-Tested),0.15,0
Dual Berettas | Cartel (Minimal Wear),0.23,1
Dual Berettas | Cartel (Well-Worn),0.12,1
Dual Berettas | Cobalt Quartz (Factory New),0.37,15
Dual Berettas | Cobalt Quartz (Field-Tested),0.22,29
Dual Berettas | Cobalt Quartz (Minimal Wear),0.23,9
Dual Berettas | Cobalt Quartz (Well-Worn),0.28,0
Dual Berettas | Cobra Strike (Battle-Scarred),22.86,0
Dual Berettas | Cobra Strike (Factory New),42.8,0
Dual Berettas | Cobra Strike (Field-Tested),35.17,3
Dual Berettas | Cobra Strike (Minimal Wear),37.02,0
Dual Berettas | Colony (Battle-Scarred),0.02,0
Dual Berettas | Colony (Factory New),0.1,0
Dual Berettas | Colony (Field-Tested),0.02,0
Dual Berettas | Colony (Minimal Wear),0.02,0
Dual Berettas | Colony (Well-Worn),0.02,0
Dual Berettas | Contractor (Battle-Scarred),0.02,0
Dual Berettas | Contractor (Factory New),0.1,0
Dual Berettas | Contractor (Field-Tested),0.02,0
Dual Berettas | Contractor (Minimal Wear),0.02,0
Dual Berettas | Contractor (Well-Worn),0.02,0
Dual Berettas | Demolition (Battle-Scarred),3.28,0
Dual Berettas | Demolition (Field-Tested),4.94,0
Dual Berettas | Demolition (Well-Worn),3.18,0
Dual Berettas | Dezastre (Battle-Scarred),0.78,0
Dual Berettas | Dezastre (Factory New),2.67,1
Dual Berettas | Dezastre (Field-Tested),1.17,24
Dual Berettas | Dezastre (Minimal Wear),1.65,3
Dual Berettas | Dezastre (Well-Worn),0.89,2
Dual Berettas | Drift Wood (Battle-Scarred),0.44,9
Dual Berettas | Drift Wood (Factory New),0.52,12
Dual Berettas | Drift Wood (Field-Tested),0.42,6
Dual Berettas | Drift Wood (Minimal Wear),0.46,2
Dual Berettas | Drift Wood (Well-Worn),0.41,0
Dual Berettas | Dualing Dragons (Battle-Scarred),0.2,8
Dual Berettas | Dualing Dragons (Factory New),1.99,0
Dual Berettas | Dualing Dragons (Field-Tested),0.25,17
Dual Berettas | Dualing Dragons (Minimal Wear),0.46,5
Dual Berettas | Dualing Dragons (Well-Worn),0.18,0
Dual Berettas | Duelist (Factory New),70.63,1
Dual Berettas | Duelist (Field-Tested),66.94,0
Dual Berettas | Elite 1.6 (Battle-Scarred),0.06,0
Dual Berettas | Elite 1.6 (Factory New),0.27,2
Dual Berettas | Elite 1.6 (Field-Tested),0.06,0
Dual Berettas | Elite 1.6 (Minimal Wear),0.11,1
Dual Berettas | Elite 1.6 (Well-Worn),0.1,5
Dual Berettas | Emerald (Factory New),19.82,1
Dual Berettas | Emerald (Minimal Wear),18.99,1
Dual Berettas | Heist (Battle-Scarred),0.07,0
Dual Berettas | Heist (Factory New),0.21,1
Dual Berettas | Heist (Field-Tested),0.07,0
Dual Berettas | Heist (Minimal Wear),0.11,10
Dual Berettas | Hemoglobin (Factory New),9.34,6
Dual Berettas | Hemoglobin (Field-Tested),7.89,0
Dual Berettas | Hemoglobin (Minimal Wear),7.81,2
Dual Berettas | Marina (Battle-Scarred),5.58,0
Dual Berettas | Marina (Factory New),11.53,0
Dual Berettas | Marina (Field-Tested),4.55,0
Dual Berettas | Marina (Minimal Wear),5.32,1
Dual Berettas | Marina (Well-Worn),4.37,0
Dual Berettas | Melondrama (Battle-Scarred),2.63,0
Dual Berettas | Melondrama (Factory New),15.57,0
Dual Berettas | Melondrama (Field-Tested),4.53,63
Dual Berettas | Melondrama (Minimal Wear),8.39,2
Dual Berettas | Melondrama (Well-Worn),3.41,15
Dual Berettas | Moon in Libra (Battle-Scarred),2.25,0
Dual Berettas | Moon in Libra (Factory New),2.63,0
Dual Berettas | Moon in Libra (Field-Tested),2.3,0
Dual Berettas | Moon in Libra (Minimal Wear),2.69,5
Dual Berettas | Moon in Libra (Well-Worn),2.5,0
Dual Berettas | Oil Change (Battle-Scarred),0.09,0
Dual Berettas | Oil Change (Factory New),0.2,11
Dual Berettas | Oil Change (Field-Tested),0.13,33
Dual Berettas | Oil Change (Minimal Wear),0.14,5
Dual Berettas | Panther (Battle-Scarred),0.78,0
Dual Berettas | Panther (Factory New),1.93,1
